Date,NZD/USD,NZD/GBP,NZD/AUD,NZD/JPY,NZD/EUR,NZD/CAD,NZD/KRW,NZD/CNY,NZD/MYR,NZD/HKD,NZD/IDR,NZD/THB,NZD/SGD,NZD/TWD,NZD/INR,NZD/PHP,NZD/VND
2005-09-27,0.6137,0.3528,0.8795,62.62,0.4516,0.7038,761.26,4.1946,2.1473,4.7622,6028.49,21.0006,0.8966,19.8535,29.4208,28.893,10184.35
2005-09-28,0.6225,0.3578,0.8882,63.71,0.4573,0.7249,751.14,4.2524,2.1753,4.829,6064.3,21.2023,0.9133,20.1534,30.1166,29.5407,10328.83
2005-09-29,0.5945,0.3455,0.9115,59.27,0.4411,0.7072,736.47,4.0613,2.0882,4.6124,5814.18,20.32,0.8796,19.244,28.9462,28.536,9862.76
2005-09-30,0.6167,0.356,0.8967,62.73,0.4583,0.7273,846.14,4.2145,2.1748,4.7839,6084.86,21.1434,0.9113,20.0767,30.0425,29.5708,10237.22
2005-10-01,0.6112,0.3533,0.8811,62.16,0.4559,0.7228,815.65,4.177,2.1578,4.7411,5992.16,20.9093,0.9049,19.9098,29.7838,29.2826,10179.54
2005-10-02,0.6194,0.3613,0.8825,63.24,0.4648,0.7391,811.72,4.2306,2.1815,4.8039,6081.49,21.2298,0.9151,20.2017,30.2577,29.8334,10418.31
2005-10-03,0.6101,0.3655,0.9006,61.24,0.4672,0.7404,805.45,4.1692,2.1518,4.7305,5996.07,20.9722,0.9051,19.935,30.0871,29.6905,10270.42
2005-10-04,0.5943,0.3663,0.8835,58.28,0.4629,0.746,809.76,4.0619,2.1074,4.608,5881.25,20.5062,0.8911,19.5852,29.5248,29.1174,10010.98
2005-10-05,0.5968,0.3669,0.8852,58.3,0.4604,0.7425,840.92,4.0795,2.1327,4.6277,5935.36,20.6613,0.895,19.9242,29.7027,29.094,10048.92
2005-10-06,0.5415,0.3488,0.8996,50.39,0.435,0.7026,790.59,3.7105,1.9391,4.1979,5847.84,18.825,0.8193,18.1757,26.8476,26.6256,9117.51
2005-10-07,0.5716,0.3574,0.8802,56.68,0.4484,0.7262,835.78,3.9087,2.0476,4.4316,6172.83,19.9641,0.8501,19.1241,28.2231,28.006,9622.62
2005-10-08,0.5867,0.3574,0.8776,57.17,0.4523,0.716,814.63,4.0139,2.1007,4.5481,6336.45,20.4611,0.8736,19.5078,28.8715,28.5723,9915.23
2005-10-09,0.5889,0.3596,0.8703,58.05,0.4572,0.7069,732.85,4.0266,2.0801,4.5641,6284.45,20.5479,0.8653,19.2937,29.045,28.7771,9951.57
2005-10-10,0.5847,0.3636,0.8748,57.66,0.4586,0.7068,749.81,3.9987,2.0761,4.5319,6372.75,20.4921,0.8667,19.2847,28.3643,28.3351,9833.81
2005-10-11,0.592,0.3744,0.8749,58.74,0.4687,0.6981,747.7,4.0482,2.0847,4.5882,6484.24,20.6758,0.8761,19.4442,28.0075,28.6676,9964.54
2005-10-12,0.6063,0.3798,0.8666,60.43,0.4669,0.6971,769.7,4.1447,2.1387,4.6989,6608.33,21.1871,0.8942,19.8988,28.6931,29.0994,10208.88
2005-10-13,0.5953,0.3747,0.8751,58.24,0.4603,0.6963,754.81,4.0646,2.0982,4.6135,6487.89,20.8308,0.8797,19.4796,28.3547,28.8399,10022.82
2005-10-14,0.5855,0.3747,0.8812,57.16,0.4605,0.7014,779.77,3.995,2.0747,4.5375,6381.62,20.4835,0.8796,19.2073,27.8054,28.3089,9932.42
2005-10-15,0.5971,0.3776,0.8712,59.11,0.4655,0.7029,791.78,4.0756,2.1209,4.6277,6508.06,20.8656,0.892,19.5909,28.2488,28.9146,10117.86
2005-10-16,0.5805,0.3717,0.867,56.86,0.4553,0.6938,772.07,3.9628,2.0593,4.4989,6341.12,20.2742,0.8642,19.0375,27.835,28.3197,9839.48
2005-10-17,0.5725,0.3722,0.8731,55.87,0.4577,0.6911,761.43,3.9051,2.0527,4.437,6382.51,20.006,0.8613,18.8038,28.1813,28.0182,9706.74
2005-10-18,0.5577,0.3736,0.8764,52.84,0.4481,0.6921,757.11,3.8089,2.0036,4.3228,6440.09,19.5086,0.8423,18.3818,27.3329,27.542,9464.17
2005-10-19,0.5733,0.3872,0.8601,56.22,0.4498,0.6953,797.63,3.9156,2.063,4.4435,6663.22,20.0395,0.8653,19.0106,27.9713,28.192,9738.65
2005-10-20,0.5493,0.3737,0.8583,52.73,0.4373,0.6795,768.99,3.7486,1.975,4.2572,6357.78,19.2147,0.8344,18.1571,26.9569,27.281,9325.74
2005-10-21,0.5519,0.3681,0.8499,53.21,0.4363,0.6765,777.28,3.7675,1.9869,4.2772,6484.87,19.3066,0.8401,18.28,27.3359,27.5828,9366
2005-10-22,0.5518,0.3693,0.8478,53.61,0.4378,0.6806,799.21,3.7654,1.9877,4.2763,6537.77,19.3224,0.8415,18.3374,27.5103,27.5544,9365.96
2005-10-23,0.5415,0.3621,0.8483,51.75,0.4338,0.6792,783.47,3.6984,1.9548,4.1968,6442.71,18.977,0.8281,18.013,27.1833,27.056,9191.96
2005-10-24,0.5226,0.3548,0.8545,48.99,0.4193,0.6768,782.78,3.5717,1.8936,4.0504,6296.83,18.3617,0.7995,17.4679,25.8974,26.0542,8869.57
2005-10-25,0.5387,0.361,0.85,51.63,0.4279,0.6828,805.12,3.6794,1.9513,4.175,6493.79,18.9953,0.8223,17.9855,26.9136,26.8732,9139.81
2005-10-26,0.5497,0.3623,0.841,53.46,0.4248,0.6818,830.87,3.7519,1.9951,4.2611,6651.06,19.3987,0.8284,18.3655,27.3558,27.1964,9330.06
2005-10-27,0.548,0.3541,0.844,52.19,0.4194,0.6723,823.19,3.7392,1.9841,4.2492,6658.05,19.3015,0.8263,18.2741,27.0413,26.94,9294.33
2005-10-28,0.5524,0.36,0.8475,52.82,0.429,0.6802,816.59,3.7722,2.0011,4.2832,6671.74,19.4775,0.8344,18.3701,26.9599,26.9461,9376.16
2005-10-29,0.5516,0.358,0.8388,52.59,0.4274,0.6792,814.41,3.7665,1.9954,4.2757,6625.89,19.543,0.8326,18.3675,27.3456,27.0008,9361.76
2005-10-30,0.5453,0.3549,0.8355,52.09,0.429,0.6747,801.05,3.7222,1.9759,4.2263,6558.31,19.3499,0.8245,18.1558,27.1968,26.5806,9297.37
2005-10-31,0.5301,0.3563,0.8296,49.41,0.4203,0.6614,763.61,3.6497,1.924,4.109,6375.5,18.9562,0.8108,17.6709,26.5739,26.2267,9000.04
2005-11-01,0.532,0.3567,0.8264,49.51,0.4185,0.6628,779.04,3.6594,1.9361,4.1233,6413.01,18.9135,0.8128,17.815,26.5682,26.1533,9032.51
2005-11-02,0.533,0.3603,0.82,49.73,0.4191,0.6676,783.17,3.6642,1.9399,4.1315,6371.3,18.9784,0.8113,17.8658,26.5409,26.2878,9047.09
2005-11-03,0.5322,0.362,0.8267,49.03,0.4165,0.6781,790,3.6624,1.9367,4.1251,6294.02,18.9712,0.8125,17.8297,26.3361,26.1153,9036.44
2005-11-04,0.5363,0.3637,0.8279,49.8,0.4212,0.6817,793.48,3.6872,1.9508,4.1568,6247.05,19.1218,0.8179,17.9821,26.5469,26.0642,9107.71
2005-11-05,0.5473,0.3672,0.8236,50.79,0.4225,0.6843,793.31,3.7649,1.9908,4.2419,6375.18,19.4016,0.8226,18.3318,26.9545,26.5714,9294.25
2005-11-06,0.5412,0.3666,0.8222,49.8,0.4182,0.6818,775.84,3.7199,1.9578,4.1944,5908.41,19.1827,0.8151,18.1194,26.3619,26.0642,9191.2
2005-11-07,0.544,0.3678,0.8284,50.5,0.4178,0.6836,758.27,3.7339,1.9664,4.2157,5935.17,19.2528,0.8161,18.2033,26.2265,26.028,9237.36
2005-11-08,0.5523,0.3674,0.8216,50.5,0.4138,0.6822,749.13,3.7837,1.9699,4.28,6075.39,19.3755,0.8219,18.3761,26.7731,26.5563,9415.86
2005-11-09,0.5454,0.3647,0.8246,49.7,0.4075,0.6797,747.93,3.7319,1.9539,4.227,6026.64,19.1027,0.8122,18.1427,25.9856,26.0238,9299.07
2005-11-10,0.5542,0.3622,0.8289,50.27,0.4047,0.6837,755.65,3.7959,1.9744,4.2952,6137.44,19.3276,0.8179,18.3967,26.33,26.2691,9449.11
2005-11-11,0.5787,0.3708,0.8344,51.42,0.4123,0.6959,780.92,3.9608,2.0586,4.4845,6394.05,20.1252,0.8449,19.1128,27.4627,27.2255,9827.79
2005-11-12,0.5939,0.3825,0.8406,51.83,0.4118,0.7076,786.85,4.0591,2.0966,4.6024,6525.9,20.5208,0.8507,19.3625,27.7862,27.7625,10086.25
2005-11-13,0.5829,0.388,0.8493,52.2,0.4085,0.7024,749.32,3.9838,2.0183,4.5176,6388.04,20.0634,0.8409,18.9209,27.4837,27.2214,9903.18
2005-11-14,0.5748,0.3845,0.8422,51.24,0.4129,0.6987,739.8,3.9342,1.9948,4.455,6295.85,19.8303,0.8386,18.6896,27.4295,27.1737,9767
2005-11-15,0.5724,0.3861,0.8373,51.67,0.4105,0.699,749.27,3.9219,1.9934,4.4367,6269.56,19.7679,0.8276,18.8606,27.8702,27.1146,9723.65
2005-11-16,0.567,0.3848,0.8337,51.56,0.4074,0.6913,758.01,3.8828,1.9676,4.3939,6209.87,19.6363,0.8229,18.721,27.086,26.9074,9629.36
2005-11-17,0.5773,0.3941,0.8432,52.36,0.4104,0.7041,750.23,3.9495,2.009,4.4745,6407.83,20.197,0.8356,19.0549,27.8836,27.4073,10097.27
2005-11-18,0.5765,0.4009,0.8415,52.32,0.4133,0.7047,728.12,3.9463,2.0062,4.4682,6398.95,20.1803,0.8341,18.9957,27.7239,27.3665,10071.17
2005-11-19,0.5785,0.4014,0.8356,52.25,0.4104,0.7034,728.65,3.9516,2.0123,4.4836,6336.38,20.1463,0.8306,18.9603,28.1267,27.4614,10113.92
2005-11-20,0.5888,0.4051,0.8274,54.16,0.4236,0.7101,777.8,4.0174,2.0417,4.5637,6417.59,20.5225,0.8559,19.3097,28.5038,27.7619,10287.51
2005-11-21,0.5891,0.4006,0.8244,54.98,0.4322,0.7012,774.67,4.0238,2.0604,4.5679,6434.89,20.6098,0.8688,19.4421,28.536,27.6582,10296
2005-11-22,0.5989,0.4012,0.8293,56.11,0.4426,0.7091,785.69,4.094,2.1017,4.6433,6559.27,20.9928,0.8805,19.8369,29.185,27.8076,10467
2005-11-23,0.5917,0.3916,0.8302,54.81,0.4333,0.7063,764.83,4.043,2.0711,4.5862,6358.56,20.634,0.8706,19.5629,28.7069,27.7543,10337.31
2005-11-24,0.5958,0.3915,0.8382,54.29,0.4352,0.7033,792.35,4.0718,2.1092,4.6203,6525.32,20.7113,0.8799,19.7342,28.6377,28.0449,10411.33
2005-11-25,0.5887,0.3889,0.8423,53.03,0.4371,0.6992,793.86,4.0241,2.0843,4.5667,6448.1,20.519,0.8741,19.5566,28.6226,27.9633,10289.89
2005-11-26,0.5745,0.388,0.8434,51.29,0.4298,0.6993,778.12,3.9273,2.0516,4.4541,6354.61,20.0569,0.8557,19.1177,28.105,27.3151,10039.09
2005-11-27,0.5536,0.3814,0.8328,49.5,0.42,0.6777,749.51,3.7831,1.9809,4.2935,6157.52,19.3053,0.8237,18.4083,26.9247,26.0639,9675.5
2005-11-28,0.5414,0.3705,0.8205,48.14,0.4106,0.6764,732.99,3.7001,1.934,4.1992,6008.35,18.9068,0.8087,17.9782,26.4693,25.6329,9462.8
2005-11-29,0.5385,0.3673,0.8111,48.38,0.41,0.6742,750.13,3.6815,1.9353,4.1788,5990.02,18.7909,0.8051,17.9711,26.1953,25.3768,9412.17
2005-11-30,0.5509,0.3712,0.8139,50.13,0.4131,0.685,745.37,3.7667,1.9708,4.2747,6127.95,19.2236,0.8197,18.3753,26.7324,25.9639,9625.6
2005-12-01,0.5366,0.3726,0.8046,48.58,0.4104,0.6724,730.04,3.6679,1.9213,4.163,5975.57,18.7462,0.8034,17.9911,26.3202,25.3597,9375.74
2005-12-02,0.5207,0.3755,0.802,46.72,0.4044,0.6597,713.36,3.5621,1.88,4.0398,5805.02,18.2117,0.7851,17.5736,25.5403,24.7333,9122.66
2005-12-03,0.5331,0.3823,0.8049,47.69,0.4092,0.6693,730.28,3.6459,1.9278,4.1363,5969.23,18.6248,0.7981,17.9025,26.1248,25.2399,9313.72
2005-12-04,0.5257,0.3788,0.803,46.83,0.4041,0.6593,722.47,3.5945,1.8968,4.0792,5886.93,18.3417,0.7874,17.632,25.7987,24.8919,9187.66
2005-12-05,0.5295,0.386,0.8075,46.94,0.4086,0.6525,736.48,3.6216,1.9197,4.1071,5912.9,18.4821,0.7959,17.8362,25.694,25.0242,9254.07
2005-12-06,0.5271,0.3768,0.7985,46.94,0.3995,0.6448,733.14,3.6052,1.911,4.0893,5886.1,18.3986,0.7902,17.7554,25.6698,24.7869,9212.13
2005-12-07,0.5298,0.3745,0.8004,47.12,0.4022,0.651,736.88,3.6233,1.9206,4.1103,5985.88,18.4856,0.7972,17.8446,25.7854,24.6357,9259.31
2005-12-08,0.5252,0.3681,0.7875,47.4,0.3989,0.6356,721.1,3.5922,1.8836,4.0741,5937.82,18.3319,0.7884,17.6992,25.614,24.4271,9178.92
2005-12-09,0.5131,0.3592,0.7873,46.22,0.3965,0.6292,705.26,3.5095,1.8466,3.98,5807.59,17.9121,0.7735,17.2786,25.0649,23.8463,8971.3
2005-12-10,0.5082,0.3511,0.7987,45.73,0.3978,0.6244,702.08,3.4735,1.8333,3.941,5781.58,17.772,0.7674,17.1518,24.7392,23.8702,8885.62
2005-12-11,0.5026,0.3526,0.7968,44.89,0.392,0.6259,699.87,3.4416,1.8171,3.8974,5919.94,17.5787,0.761,16.9628,24.3811,23.6649,8787.71
2005-12-12,0.5143,0.3556,0.7897,46.01,0.3943,0.6323,717.89,3.5177,1.8613,3.9871,6004.1,17.9757,0.7737,17.3559,25.0517,24.3035,8991.4
2005-12-13,0.5075,0.3509,0.7886,45.39,0.3948,0.6253,699.64,3.4683,1.8404,3.935,5925.3,17.7271,0.7652,17.0863,24.6899,24.0276,8873.38
2005-12-14,0.5304,0.3589,0.7877,48.71,0.4094,0.6483,726.75,3.625,1.9089,4.1125,6196.3,18.5825,0.7931,17.832,25.7483,24.889,9265.56
2005-12-15,0.5387,0.3611,0.793,49.27,0.4141,0.6557,742.33,3.6845,1.9388,4.1765,6289.57,18.8627,0.8049,18.1677,26.2886,25.1708,9418.09
2005-12-16,0.5228,0.3595,0.8,47.29,0.405,0.6499,726.1,3.5676,1.8761,4.0523,6121.2,18.2988,0.7876,17.7468,25.5207,24.53,9140.55
2005-12-17,0.5258,0.365,0.8018,47.52,0.4073,0.6513,733.68,3.5926,1.8949,4.0755,6181.66,18.4461,0.7911,17.8679,25.6224,24.8469,9191.69
2005-12-18,0.521,0.3652,0.7975,47.34,0.4052,0.6479,729.33,3.5607,1.8856,4.0384,6139.68,18.3246,0.7862,17.7305,25.3156,24.555,9108.29
2005-12-19,0.5218,0.3667,0.8,47.92,0.4076,0.6473,733.13,3.569,1.8808,4.0455,6142.46,18.3361,0.7878,17.7636,25.4743,24.7725,9123.15
2005-12-20,0.5181,0.3626,0.7965,47.52,0.4047,0.6435,739.69,3.5362,1.8742,4.0171,6127.75,18.2266,0.7847,17.7553,25.7133,24.7781,9060.27
2005-12-21,0.5069,0.3561,0.7993,46.79,0.4031,0.6413,738.55,3.4652,1.8454,3.9308,6030.95,17.8832,0.7756,17.5365,25.3501,23.9307,8862.39
2005-12-22,0.5096,0.3586,0.7992,47.81,0.4066,0.6426,746.56,3.4846,1.8648,3.9524,6073.93,18.0345,0.7812,17.6576,25.164,24.4073,8909.59
2005-12-23,0.5093,0.3565,0.7905,47.98,0.4018,0.6394,754.68,3.481,1.8632,3.9492,6095.15,18.0986,0.7783,17.6124,25.2308,24.5611,8902.45
2005-12-24,0.5105,0.3546,0.7907,47.75,0.3983,0.6386,772.64,3.4904,1.8769,3.9583,6106.47,18.2478,0.7821,17.7705,25.1651,24.6316,8925.33
2005-12-25,0.5075,0.3502,0.7914,48,0.3997,0.6345,761.35,3.4689,1.855,3.9345,6044.67,18.088,0.777,17.5679,25.2304,24.4033,8869.72
2005-12-26,0.5141,0.3551,0.7891,49.65,0.4003,0.6393,779.61,3.5147,1.8837,3.9853,6130.59,18.3337,0.7821,17.817,25.6382,24.6744,8986.37
2005-12-27,0.5093,0.3582,0.7871,49.61,0.4002,0.64,772.07,3.4819,1.8687,3.949,6084.24,18.2312,0.7788,17.7143,25.6382,24.5815,8902.45
2005-12-28,0.5084,0.3554,0.7857,50.07,0.3993,0.6376,771.32,3.4754,1.8659,3.9417,6088.02,18.2853,0.7826,17.7135,25.9284,24.7516,8886.21
2005-12-29,0.4992,0.3494,0.781,48.76,0.3953,0.6374,765.5,3.4143,1.8508,3.8713,5982.03,18.066,0.7744,17.4695,25.871,24.3385,8726.27
2005-12-30,0.4923,0.3507,0.7822,47.97,0.3918,0.6364,773.23,3.3693,1.8353,3.819,5906.42,17.858,0.7653,17.3388,25.5848,23.9898,8605.65
2005-12-31,0.4954,0.3525,0.7758,48.64,0.3944,0.6409,768.81,3.3892,1.8377,3.8438,5943.61,17.8962,0.7694,17.3836,25.5329,24.0764,8657.36
2006-01-01,0.5049,0.3557,0.7775,50.02,0.3989,0.6426,783.15,3.4549,1.8747,3.9173,6067.94,18.2125,0.78,17.699,26.0528,24.5029,8824.27
2006-01-02,0.4982,0.3527,0.7814,48.82,0.3971,0.6432,781.07,3.4078,1.8559,3.8642,5987.41,18.0453,0.7744,17.4054,25.7494,24.235,8708.16
2006-01-03,0.5039,0.3565,0.7851,49.55,0.3977,0.6479,779.03,3.4467,1.8732,3.9083,6052.87,18.153,0.779,17.473,26.1096,24.4442,8808.68
2006-01-04,0.4925,0.3574,0.7797,48.65,0.3907,0.6402,761.9,3.3689,1.8309,3.8198,5915.94,17.8013,0.7632,17.1464,25.2948,23.7754,8609.39
2006-01-05,0.5043,0.367,0.7802,49.76,0.3978,0.6462,757.77,3.4501,1.8621,3.9112,6043.14,18.137,0.7736,17.4437,25.7143,24.3173,8817.69
2006-01-06,0.5137,0.3703,0.7886,49.99,0.4,0.6597,753.52,3.5136,1.8987,3.9834,6155.19,18.489,0.7846,17.7225,26.453,24.835,8981.43
2006-01-07,0.5207,0.3738,0.7954,50.81,0.4036,0.6655,779.26,3.5606,1.9225,4.0369,6239.07,18.6784,0.7964,17.9182,26.8395,25.2151,9102.52
2006-01-08,0.5227,0.3742,0.7979,51.15,0.4056,0.6669,776.66,3.574,1.9367,4.0519,6263.03,18.7896,0.8066,18.0314,26.7283,25.2283,9137.49
2006-01-09,0.5301,0.3766,0.8039,52.06,0.4083,0.6738,761.22,3.625,1.9418,4.1094,6337.12,18.9935,0.8132,18.2394,27.1729,25.5985,9268.27
2006-01-10,0.5303,0.3776,0.8006,52.31,0.4073,0.6727,751.7,3.6257,1.9489,4.1111,6347.1,18.9929,0.8112,18.1071,27.1142,25.5976,9271.77
2006-01-11,0.5453,0.3816,0.8029,52.46,0.4041,0.6798,772.14,3.727,2.0081,4.2273,6526.63,19.4973,0.8243,18.6384,27.4068,26.3107,9559.11
2006-01-12,0.5565,0.3835,0.8085,52.62,0.4071,0.6894,778.82,3.7978,2.0326,4.3135,6621.06,19.7026,0.8413,18.8665,28.1144,26.8344,9731.79
2006-01-13,0.5602,0.3883,0.811,53.53,0.4106,0.6935,785.01,3.8249,2.0405,4.3418,6582.85,19.8028,0.8486,18.9404,28.1837,26.8728,9796.78
2006-01-14,0.5701,0.3917,0.81,55.39,0.4187,0.6989,790.74,3.8956,2.0767,4.4179,6590.18,20.1424,0.8594,19.2363,28.7448,27.3624,10087.03
2006-01-15,0.5631,0.3835,0.8083,55.15,0.4182,0.693,780.82,3.8457,2.0416,4.3641,6453.87,19.9419,0.8515,19.0609,28.4534,27.1133,9999.81
2006-01-16,0.568,0.3902,0.813,55.46,0.4181,0.6989,771.02,3.88,2.0607,4.4021,6547.55,20.144,0.8573,19.2211,28.6386,27.2867,10117.5
2006-01-17,0.5776,0.3995,0.8228,57.05,0.427,0.7099,769.1,3.9462,2.0935,4.4761,6658.22,20.4178,0.8713,19.4853,29.1832,27.7537,10275.22
2006-01-18,0.5677,0.3986,0.8226,55.68,0.4287,0.7045,763.56,3.8782,2.0522,4.3998,6521.54,20.0963,0.862,19.2754,29.0265,27.5505,10096.26
2006-01-19,0.5621,0.3945,0.8262,54.83,0.4262,0.7092,785.11,3.8429,2.0531,4.3564,6494.53,19.9997,0.8561,19.1704,28.4254,27.1157,9997.51
2006-01-20,0.5596,0.3906,0.8098,55.4,0.4225,0.7065,768.92,3.824,2.04,4.337,6465.65,19.863,0.8518,18.99,28.3437,26.9727,9935.7
2006-01-21,0.5669,0.3918,0.8116,55.92,0.428,0.714,778.64,3.8743,2.0678,4.3936,6553.79,20.1078,0.8613,19.1272,28.3507,27.1744,10073.81
2006-01-22,0.5791,0.3932,0.8092,57.65,0.4302,0.7168,770.43,3.9575,2.0831,4.4878,6651.93,20.4431,0.8695,19.1984,28.8946,27.6438,10294.93
2006-01-23,0.592,0.3979,0.8261,59.48,0.4375,0.7269,791.5,4.0462,2.1194,4.5881,6789,20.8826,0.8899,19.7388,29.6059,28.2946,10516.29
2006-01-24,0.5846,0.3966,0.8203,58.96,0.4361,0.7242,763.13,3.9953,2.079,4.5306,6593.91,20.6256,0.881,19.4217,29.21,27.8947,10375.76
2006-01-25,0.5766,0.3911,0.8101,58.05,0.4342,0.713,760.18,3.9416,2.0713,4.4684,6525.77,20.4443,0.8724,19.3807,28.9082,27.7148,10253.37
2006-01-26,0.5778,0.3937,0.8171,57.66,0.4363,0.7154,780.32,3.9496,2.0977,4.478,6539.9,20.5061,0.8771,19.5776,28.7918,27.6593,10270.4
2006-01-27,0.5917,0.3984,0.8097,59.24,0.4426,0.7219,784,4.0445,2.1476,4.586,6574.48,21.0881,0.8958,19.9314,29.3365,28.0939,10510.07
2006-01-28,0.5832,0.3911,0.8065,57.7,0.4394,0.7079,770.41,3.9846,2.0916,4.5199,6366.82,20.6597,0.8748,19.6043,28.9121,27.8186,10392.62
2006-01-29,0.5788,0.3862,0.7966,57.49,0.4384,0.6972,772.12,3.9547,2.088,4.4858,6308.45,20.4921,0.8688,19.5533,28.7143,27.5451,10292.8
2006-01-30,0.5739,0.3844,0.7958,57.02,0.4352,0.6937,764.66,3.9206,2.0653,4.4474,6153.93,20.291,0.8595,19.3961,28.572,27.4186,10204.49
2006-01-31,0.5695,0.3849,0.7879,56.59,0.4371,0.6907,756.3,3.8912,2.0596,4.4138,6097.44,20.2001,0.8554,19.2554,28.6003,27.4385,10165.58
2006-02-01,0.554,0.3808,0.7914,54.36,0.4284,0.6856,737.37,3.7858,2.0124,4.2937,5937.84,19.7223,0.8371,18.7418,27.8717,26.8025,9853.17
2006-02-02,0.5612,0.3826,0.7911,55.35,0.4337,0.6944,758.04,3.8307,2.0453,4.3501,6073.6,19.962,0.8453,18.9994,28.248,27.2855,9975.33
2006-02-03,0.5569,0.3844,0.7871,54.64,0.4283,0.6897,750.14,3.8035,2.0296,4.3161,6043.42,19.8143,0.8393,18.8527,27.7921,27.0236,9926.74
2006-02-04,0.5608,0.3812,0.7861,54.91,0.4268,0.6865,753.65,3.8281,2.0313,4.3455,6105.08,19.9095,0.8403,18.959,27.8188,27.1908,9966.21
2006-02-05,0.5653,0.3858,0.7883,54.68,0.4275,0.6855,757.05,3.859,2.0269,4.3812,6098.17,20,0.8437,19.0509,28.3385,27.451,10048.77
2006-02-06,0.5643,0.3856,0.7978,54.48,0.4332,0.6875,755.82,3.8526,2.0298,4.3734,6103.86,20.0043,0.8463,19.0299,28.4125,27.3121,10029.3
2006-02-07,0.5591,0.3824,0.7916,53.99,0.4259,0.6824,756.28,3.8165,2.0277,4.3328,6056.91,19.8069,0.8372,18.8903,27.891,27.1363,9941.59
2006-02-08,0.5638,0.3822,0.779,54.95,0.4253,0.6786,753.56,3.8473,2.0225,4.3691,6104.51,19.9339,0.8389,18.9674,28.0325,27.1164,10025.17
2006-02-09,0.5658,0.3824,0.7778,55.87,0.4271,0.6752,723.03,3.8576,2.0141,4.3847,5989.96,19.9651,0.8391,18.7178,28.1036,27.1984,10059.88
2006-02-10,0.5736,0.3839,0.781,57.02,0.4318,0.6793,733,3.9108,2.0418,4.4452,6085.45,20.2575,0.8491,19.0118,28.4997,27.5763,10200.01
2006-02-11,0.5771,0.3839,0.7795,57.05,0.43,0.6769,732.05,3.9372,2.038,4.4726,6061.98,20.2908,0.8492,19.0414,28.4193,27.6142,10260.84
2006-02-12,0.5795,0.3844,0.7828,57.34,0.4353,0.6811,735.1,3.9518,2.0341,4.4912,6030.18,20.381,0.8543,19.1525,28.6476,27.6277,10305.83
2006-02-13,0.5894,0.3891,0.7859,58.05,0.4428,0.6874,750.31,4.0186,2.0826,4.568,6133.2,20.7116,0.8686,19.5475,28.9484,27.8609,10475.41
2006-02-14,0.5941,0.3953,0.7865,58.9,0.4435,0.695,747.49,4.0523,2.0937,4.604,6159.15,20.738,0.8738,19.672,29.2005,27.9857,10559.24
2006-02-15,0.6047,0.3978,0.7882,59.67,0.444,0.6956,751.72,4.1249,2.1267,4.6865,6276.08,21.062,0.8846,19.9702,29.8903,28.4935,10754.89
2006-02-16,0.6006,0.3969,0.7909,58.54,0.442,0.6996,741.02,4.0979,2.1118,4.6544,6204.04,20.767,0.8799,19.7491,29.5921,28.2679,10675.98
2006-02-17,0.6056,0.3967,0.7901,58.4,0.4438,0.7028,750.28,4.1308,2.127,4.6932,6258.93,20.9218,0.8847,19.8954,30.0565,28.5365,10762.44
2006-02-18,0.5931,0.3914,0.7867,56.61,0.4364,0.6965,735.38,4.0461,2.0908,4.5963,6132.89,20.4719,0.8695,19.5054,29.4271,28.3033,10537.61
2006-02-19,0.5942,0.3902,0.7816,57.07,0.4359,0.6958,750.18,4.0548,2.1079,4.6052,6167.11,20.5357,0.87,19.5462,29.3,28.278,10566.66
2006-02-20,0.5853,0.3857,0.7803,55.64,0.434,0.689,733.32,3.9943,2.0773,4.5362,6086.86,20.2264,0.8617,19.2676,27.852,27.7526,10407.21
2006-02-21,0.5974,0.3895,0.7799,57.62,0.4406,0.6948,753.47,4.0784,2.1235,4.6319,6216.45,20.6281,0.8749,19.7076,28.3944,28.1196,10622.67
2006-02-22,0.6017,0.3887,0.777,57.85,0.4414,0.6951,749.42,4.1063,2.1243,4.6641,6209.5,20.7044,0.88,19.7749,28.5416,28.4153,10700.03
2006-02-23,0.6065,0.3848,0.7822,57.5,0.44,0.6916,756.31,4.1394,2.1455,4.7017,6275.26,20.8818,0.8858,19.8538,28.645,28.5176,10784.18
2006-02-24,0.6124,0.3863,0.7871,57.69,0.4404,0.6962,762.93,4.1794,2.1614,4.7479,6336.31,21.0635,0.8899,19.9642,28.6787,28.7032,10889.7
2006-02-25,0.6163,0.3872,0.7877,58.35,0.4396,0.6912,767.17,4.2051,2.1512,4.7773,6327.52,21.17,0.8896,20.0883,29.1417,29.0123,10959.97
2006-02-26,0.6188,0.3892,0.7934,58.67,0.4421,0.696,770.53,4.2226,2.159,4.797,6363,21.2741,0.8953,20.1667,29.3775,29.2074,11002.88
2006-02-27,0.6231,0.3905,0.7906,59.3,0.4452,0.6951,788.84,4.2575,2.1886,4.8307,6440.35,21.4659,0.9023,20.3473,29.6471,29.4259,11074.36
2006-02-28,0.6159,0.3857,0.7917,58.77,0.445,0.6904,779.3,4.2052,2.1632,4.7749,6348.98,21.1916,0.8966,20.1044,29.2683,29.0989,10951.66
2006-03-01,0.6232,0.3914,0.7953,60.38,0.4476,0.6952,786.17,4.255,2.1888,4.8313,6434.22,21.4487,0.9054,20.3365,29.3628,29.394,11076.49
